UF,UFN,Codmun7,Município,GINI,PMPOB,IDHM
31,Minas Gerais,3138500,Liberdade,0.59,17.73,0.672
31,Minas Gerais,3139706,Maravilhas,0.39,9.44,0.672
31,Minas Gerais,3159902,Santo Antônio do Amparo,0.43,12.46,0.672
31,Minas Gerais,3160801,São Bento Abade,0.42,9.59,0.672
31,Minas Gerais,3164308,São Roque de Minas,0.45,7.33,0.672
31,Minas Gerais,3170438,União de Minas,0.48,12.41,0.672
41,Paraná,4121505,REBOUÇAS,0.51,23.22,0.672
41,Paraná,4127965,TURVO,0.52,17.24,0.672
42,Santa Catarina,4202081,BANDEIRANTE,0.4,15.18,0.672
43,Rio Grande do Sul,4300307,ALECRIM,0.49,16.76,0.672
43,Rio Grande do Sul,4304655,CAPÃO DO CIPÓ,0.51,21.85,0.672
50,Mato Grosso do Sul,5005251,LAGUNA CARAPÃ,0.53,21.84,0.672
51,Mato Grosso,5106299,PARANAÍTA,0.53,15.98,0.672
52,Goiás,5203807,BRITÂNIA,0.55,13.65,0.672
52,Goiás,5216403,PARAÚNA,0.46,7.18,0.672
17,Tocantins,1701002,ANANÁS,0.48,22.42,0.671
17,Tocantins,1716703,COLMÉIA,0.5,20.86,0.671
17,Tocantins,1722107,XAMBIOÁ,0.6,30.18,0.671
31,Minas Gerais,3105004,Baldim,0.46,15.92,0.671
31,Minas Gerais,3124104,Esmeraldas,0.43,14.04,0.671
31,Minas Gerais,3144375,Natalândia,0.4,13.4,0.671
31,Minas Gerais,3145109,Nova Resende,0.45,8.58,0.671
31,Minas Gerais,3160009,Santo Antônio do Aventureiro,0.42,12.19,0.671
32,Espírito Santo,3204559,SANTA MARIA DE JETIBÁ,0.49,11.4,0.671
33,Rio de Janeiro,3303856,PATY DO ALFERES,0.56,16.13,0.671
33,Rio de Janeiro,3305000,SÃO JOÃO DA BARRA,0.48,11.99,0.671
41,Paraná,4124400,SANTO ANTÔNIO DO SUDOESTE,0.52,14.5,0.671
41,Paraná,4125407,SÃO JOSÉ DA BOA VISTA,0.43,13.38,0.671
41,Paraná,4127007,TEIXEIRA SOARES,0.51,14.73,0.671
42,Santa Catarina,4212056,PALMEIRA,0.43,14.95,0.671
43,Rio Grande do Sul,4300505,ALPESTRE,0.49,12.75,0.671
43,Rio Grande do Sul,4308656,GARRUCHOS,0.52,19.53,0.671
43,Rio Grande do Sul,4320354,SENTINELA DO SUL,0.47,12.81,0.671
50,Mato Grosso do Sul,5003108,CORGUINHO,0.53,12.48,0.671
50,Mato Grosso do Sul,5006408,PEDRO GOMES,0.48,12.72,0.671
52,Goiás,5200175,ÁGUA FRIA DE GOIÁS,0.6,23.68,0.671
11,Rondônia,1100296,SANTA LUZIA D'OESTE,0.49,16.49,0.67
17,Tocantins,1702554,AUGUSTINÓPOLIS,0.52,28.83,0.67
17,Tocantins,1708205,FORMOSO DO ARAGUAIA,0.52,22.09,0.67
17,Tocantins,1721257,TUPIRAMA,0.48,21.85,0.67
26,Pernambuco,2615706,TRIUNFO,0.56,32.22,0.67
29,Bahia,2913903,IPIAÚ,0.69,29.68,0.67
29,Bahia,2916104,ITAPARICA,0.63,28.32,0.67
31,Minas Gerais,3116506,Claro dos Poções,0.42,20.98,0.67
31,Minas Gerais,3122405,Divisa Nova,0.39,9.21,0.67
31,Minas Gerais,3126307,Fortaleza de Minas,0.42,9.29,0.67
31,Minas Gerais,3138351,Leme do Prado,0.4,21.71,0.67
31,Minas Gerais,3154309,Resplendor,0.52,17.92,0.67
31,Minas Gerais,3161700,São Gonçalo do Abaeté,0.47,12.42,0.67
31,Minas Gerais,3168002,Taiobeiras,0.51,22.67,0.67
32,Espírito Santo,3201704,CONCEIÇÃO DO CASTELO,0.51,13.9,0.67
32,Espírito Santo,3203403,MIMOSO DO SUL,0.49,13.65,0.67
41,Paraná,4101853,ARIRANHA DO IVAÍ,0.41,12.59,0.67
41,Paraná,4103057,BOA VISTA DA APARECIDA,0.48,16.41,0.67
43,Rio Grande do Sul,4301909,BARRA DO RIBEIRO,0.48,11.24,0.67
43,Rio Grande do Sul,4306429,DOIS IRMÃOS DAS MISSÕES,0.5,26.64,0.67
43,Rio Grande do Sul,4311239,LAGOA BONITA DO SUL,0.43,8.94,0.67
50,Mato Grosso do Sul,5000203,ÁGUA CLARA,0.5,6,0.67
50,Mato Grosso do Sul,5000807,ANAURILÂNDIA,0.51,14.67,0.67
50,Mato Grosso do Sul,5002209,BONITO,0.54,8.74,0.67
51,Mato Grosso,5103908,GENERAL CARNEIRO,0.59,31.58,0.67
51,Mato Grosso,5107180,RIBEIRÃO CASCALHEIRA,0.54,24.05,0.67
52,Goiás,5203401,BOM JARDIM DE GOIÁS,0.49,10.2,0.67
52,Goiás,5221577,UIRAPURU,0.44,16.44,0.67
17,Tocantins,1718402,PRESIDENTE KENNEDY,0.51,23.96,0.669
17,Tocantins,1718451,PUGMIL,0.44,19.01,0.669
26,Pernambuco,2612208,SALGUEIRO,0.59,30.1,0.669
31,Minas Gerais,3109204,Buenópolis,0.49,20.62,0.669
31,Minas Gerais,3116704,Coimbra,0.45,14.96,0.669
31,Minas Gerais,3119609,Coronel Pacheco,0.42,8.94,0.669
31,Minas Gerais,3121100,Delfim Moreira,0.45,16.69,0.669
31,Minas Gerais,3136801,Juramento,0.43,20.77,0.669
31,Minas Gerais,3140506,Martinho Campos,0.44,9.77,0.669
31,Minas Gerais,3146404,Paineiras,0.46,7.47,0.669
31,Minas Gerais,3160504,Santo Antônio do Rio Abaixo,0.53,30.24,0.669
31,Minas Gerais,3172103,Volta Grande,0.51,15.66,0.669
32,Espírito Santo,3201902,DOMINGOS MARTINS,0.48,12.83,0.669
32,Espírito Santo,3204252,PONTO BELO,0.5,20.91,0.669
35,São Paulo,3504701,BALBINOS,0.38,8.17,0.669
41,Paraná,4100905,AMAPORÃ,0.39,12.97,0.669
41,Paraná,4108320,FRANCISCO ALVES,0.41,8.08,0.669
41,Paraná,4108957,GUAMIRANGA,0.46,14.09,0.669
42,Santa Catarina,4215679,SANTA TEREZINHA,0.48,21.41,0.669
43,Rio Grande do Sul,4301073,ARROIO DO PADRE,0.53,7.17,0.669
43,Rio Grande do Sul,4310652,ITATI,0.47,15.13,0.669
43,Rio Grande do Sul,4314555,PIRAPÓ,0.46,19.89,0.669
51,Mato Grosso,5106240,NOVA UBIRATÃ,0.5,12.27,0.669
52,Goiás,5217609,PLANALTINA,0.43,12.31,0.669
52,Goiás,5220157,SÃO LUÍZ DO NORTE,0.39,11.15,0.669
15,Pará,1504208,MARABÁ,0.58,23.53,0.668
22,Piauí,2201903,BOM JESUS,0.62,31.29,0.668
25,Paraíba,2516201,SOUSA,0.54,24.19,0.668
29,Bahia,2921005,MATA DE SÃO JOÃO,0.56,23.45,0.668
31,Minas Gerais,3101201,Aiuruoca,0.49,11.7,0.668
31,Minas Gerais,3102001,Alterosa,0.44,12.4,0.668
31,Minas Gerais,3117207,Conceição das Pedras,0.48,16.93,0.668
31,Minas Gerais,3120508,Cristina,0.44,14.64,0.668
31,Minas Gerais,3134806,Jacuí,0.4,8.24,0.668
31,Minas Gerais,3156304,Rodeiro,0.46,3.33,0.668
31,Minas Gerais,3171402,Vieiras,0.42,18.1,0.668
33,Rio de Janeiro,3302304,LAJE DO MURIAÉ,0.46,14.7,0.668
33,Rio de Janeiro,3304607,SANTA MARIA MADALENA,0.48,16.13,0.668
35,São Paulo,3554201,TEJUPÁ,0.48,12.71,0.668
41,Paraná,4105102,CENTENÁRIO DO SUL,0.41,5.81,0.668
41,Paraná,4106001,CONGONHINHAS,0.5,18.82,0.668
41,Paraná,4113734,LUIZIANA,0.48,11.45,0.668
42,Santa Catarina,4200705,ALFREDO WAGNER,0.46,12.22,0.668
51,Mato Grosso,5103353,CONFRESA,0.58,25.71,0.668
51,Mato Grosso,5107859,SÃO FÉLIX DO ARAGUAIA,0.61,30.01,0.668
52,Goiás,5204003,CABECEIRAS,0.48,20.1,0.668
52,Goiás,5207253,DOVERLÂNDIA,0.45,8.41,0.668
17,Tocantins,1720853,SUCUPIRA,0.5,22.02,0.667
26,Pernambuco,2601201,ARCOVERDE,0.58,28.8,0.667
29,Bahia,2916401,ITAPETINGA,0.48,12.26,0.667
31,Minas Gerais,3144607,Nepomuceno,0.44,12.71,0.667
31,Minas Gerais,3158706,Santana do Garambéu,0.54,21.99,0.667
31,Minas Gerais,3161908,São Gonçalo do Rio Abaixo,0.49,17.61,0.667
31,Minas Gerais,3165206,São Thomé das Letras,0.4,13.48,0.667
31,Minas Gerais,3168200,Tapiraí,0.45,13.76,0.667
31,Minas Gerais,3171105,Veríssimo,0.45,9.47,0.667
32,Espírito Santo,3200102,AFONSO CLÁUDIO,0.5,19.02,0.667
32,Espírito Santo,3203502,MONTANHA,0.52,14.05,0.667
32,Espírito Santo,3204005,PANCAS,0.5,18.93,0.667
33,Rio de Janeiro,3305901,TRAJANO DE MORAES,0.51,17.96,0.667
35,São Paulo,3508009,BURI,0.5,18.74,0.667
41,Paraná,4100202,ADRIANÓPOLIS,0.53,22.59,0.667
41,Paraná,4100459,ALTAMIRA DO PARANÁ,0.58,25.06,0.667
41,Paraná,4102901,BITURUNA,0.49,21.04,0.667
42,Santa Catarina,4207205,IMARUÍ,0.45,11.66,0.667
43,Rio Grande do Sul,4319158,SÃO MIGUEL DAS MISSÕES,0.54,19.7,0.667
51,Mato Grosso,5102694,CANABRAVA DO NORTE,0.52,27.37,0.667
51,Mato Grosso,5106307,PARANATINGA,0.5,14.68,0.667
15,Pará,1508100,TUCURUÍ,0.57,20.36,0.666
29,Bahia,2901106,AMÉLIA RODRIGUES,0.49,28.19,0.666
29,Bahia,2925204,POJUCA,0.5,21.62,0.666
29,Bahia,2930105,SENHOR DO BONFIM,0.57,30.31,0.666
31,Minas Gerais,3146909,Papagaios,0.49,16.28,0.666
31,Minas Gerais,3163409,São José do Goiabal,0.52,18.46,0.666
31,Minas Gerais,3170800,Várzea da Palma,0.46,16.62,0.666
32,Espírito Santo,3203007,IÚNA,0.5,13.91,0.666
32,Espírito Santo,3203601,MUCURICI,0.48,22.4,0.666
41,Paraná,4106852,CRUZMALTINA,0.38,9.78,0.666
41,Paraná,4109906,ICARAÍMA,0.42,9.76,0.666
41,Paraná,4113452,LINDOESTE,0.5,16.43,0.666
43,Rio Grande do Sul,4302303,BOM JESUS,0.52,11.04,0.666
43,Rio Grande do Sul,4308052,FAXINALZINHO,0.43,17.32,0.666
50,Mato Grosso do Sul,5002159,BODOQUENA,0.5,17.61,0.666
50,Mato Grosso do Sul,5006903,PORTO MURTINHO,0.61,22.79,0.666
51,Mato Grosso,5107750,SALTO DO CÉU,0.48,14.91,0.666
11,Rondônia,1101468,PIMENTEIRAS DO OESTE,0.49,18.52,0.665
14,Roraima,1400308,MUCAJAÍ,0.71,37.16,0.665
15,Pará,1500602,ALTAMIRA,0.56,22.38,0.665
15,Pará,1501501,BENEVIDES,0.48,21.31,0.665
16,Amapá,1600279,LARANJAL DO JARI,0.55,24.49,0.665
17,Tocantins,1700251,ABREULÂNDIA,0.71,26.79,0.665
23,Ceará,2312403,SÃO GONÇALO DO AMARANTE,0.51,33.04,0.665
24,Rio Grande do Norte,2407203,MACAU,0.5,18.75,0.665
26,Pernambuco,2606804,IGARASSU,0.48,20.9,0.665
29,Bahia,2918001,JEQUIÉ,0.55,22.48,0.665
29,Bahia,2922003,MUCURI,0.57,22.95,0.665
31,Minas Gerais,3115706,Central de Minas,0.59,19.16,0.665
31,Minas Gerais,3117702,Conceição do Rio Verde,0.53,12.18,0.665
31,Minas Gerais,3131158,Ipaba,0.4,15.13,0.665
31,Minas Gerais,3142007,Mirabela,0.48,29.25,0.665
31,Minas Gerais,3159001,Santana do Riacho,0.5,19.28,0.665
41,Paraná,4110805,IRETAMA,0.58,14.82,0.665
42,Santa Catarina,4216057,SÃO CRISTOVÃO DO SUL,0.44,10.38,0.665
43,Rio Grande do Sul,4305900,CORONEL BICACO,0.51,19.56,0.665
43,Rio Grande do Sul,4315321,QUEVEDOS,0.55,22.23,0.665
51,Mato Grosso,5102793,CARLINDA,0.52,18.91,0.665
51,Mato Grosso,5102850,CASTANHEIRA,0.55,20.79,0.665
51,Mato Grosso,5108303,UNIÃO DO SUL,0.45,11.28,0.665
52,Goiás,5213053,MIMOSO DE GOIÁS,0.58,23.16,0.665
52,Goiás,5219605,SANTA TEREZA DE GOIÁS,0.46,20.31,0.665
52,Goiás,5219753,SANTO ANTÔNIO DO DESCOBERTO,0.45,14.8,0.665
11,Rondônia,1100254,PRESIDENTE MÉDICI,0.53,19.39,0.664
12,Acre,1200203,CRUZEIRO DO SUL,0.64,34.51,0.664
24,Rio Grande do Norte,2404408,GROSSOS,0.49,19.85,0.664
26,Pernambuco,2606002,GARANHUNS,0.59,26.72,0.664
28,Sergipe,2804805,NOSSA SENHORA DO SOCORRO,0.47,21.41,0.664
31,Minas Gerais,3115904,Chácara,0.43,14.64,0.664
31,Minas Gerais,3131109,Inimutaba,0.42,17.97,0.664
31,Minas Gerais,3141603,Mercês,0.58,18.97,0.664
31,Minas Gerais,3155009,Rio Doce,0.44,13.07,0.664
31,Minas Gerais,3160900,São Brás do Suaçuí,0.43,10.08,0.664
31,Minas Gerais,3170479,Uruana de Minas,0.51,28.09,0.664
32,Espírito Santo,3200359,ALTO RIO NOVO,0.52,26.19,0.664
35,São Paulo,3543501,RIVERSUL,0.5,25.07,0.664
41,Paraná,4106803,CRUZ MACHADO,0.54,29.04,0.664
41,Paraná,4124905,SÃO JOÃO DO CAIUÁ,0.44,7.28,0.664
41,Paraná,4127502,TIBAGI,0.55,16.14,0.664
42,Santa Catarina,4211892,PAINEL,0.49,13.56,0.664
43,Rio Grande do Sul,4310579,ITAPUCA,0.4,5.73,0.664
43,Rio Grande do Sul,4312500,MOSTARDAS,0.55,11.7,0.664
43,Rio Grande do Sul,4319364,SÃO PEDRO DAS MISSÕES,0.48,18.7,0.664
50,Mato Grosso do Sul,5004908,JARAGUARI,0.48,13.49,0.664
50,Mato Grosso do Sul,5007109,RIBAS DO RIO PARDO,0.47,9.84,0.664
51,Mato Grosso,5106273,NOVO HORIZONTE DO NORTE,0.49,21.74,0.664
51,Mato Grosso,5107883,SERRA NOVA DOURADA,0.44,16.82,0.664
52,Goiás,5205208,CATURAÍ,0.44,10.12,0.664
52,Goiás,5220207,SÃO MIGUEL DO ARAGUAIA,0.45,12.49,0.664
17,Tocantins,1700350,ALIANÇA DO TOCANTINS,0.47,20.82,0.663
24,Rio Grande do Norte,2405702,JARDIM DO SERIDÓ,0.5,17.42,0.663
26,Pernambuco,2608909,LIMOEIRO,0.51,24.77,0.663
29,Bahia,2908507,CONCEIÇÃO DO JACUÍPE,0.48,21.54,0.663
31,Minas Gerais,3100807,Aguanil,0.45,8.51,0.663
31,Minas Gerais,3103405,Araçuaí,0.57,29.55,0.663
31,Minas Gerais,3124203,Espera Feliz,0.5,17.27,0.663
31,Minas Gerais,3142106,Miradouro,0.52,23.09,0.663
31,Minas Gerais,3145802,Onça de Pitangui,0.44,17.23,0.663
31,Minas Gerais,3161403,São Francisco do Glória,0.47,16.22,0.663
32,Espírito Santo,3205036,VARGEM ALTA,0.45,13.74,0.663
41,Paraná,4126306,SENGÉS,0.51,17.32,0.663
43,Rio Grande do Sul,4308250,FLORIANO PEIXOTO,0.44,11.16,0.663
43,Rio Grande do Sul,4313425,NOVO MACHADO,0.41,13.27,0.663
43,Rio Grande do Sul,4316972,SANTA MARGARIDA DO SUL,0.54,11.81,0.663
43,Rio Grande do Sul,4318622,SÃO JOSÉ DOS AUSENTES,0.48,12.48,0.663
50,Mato Grosso do Sul,5000708,ANASTÁCIO,0.47,14.29,0.663
51,Mato Grosso,5108907,NOVA MARINGÁ,0.49,8.53,0.663
15,Pará,1501303,BARCARENA,0.55,26.03,0.662
17,Tocantins,1703867,CARIRI DO TOCANTINS,0.46,17.69,0.662
17,Tocantins,1711506,JAÚ DO TOCANTINS,0.64,26.97,0.662
17,Tocantins,1713304,MIRANORTE,0.48,20.53,0.662
17,Tocantins,1719004,SANTA TEREZA DO TOCANTINS,0.47,19.51,0.662
26,Pernambuco,2609501,NAZARÉ DA MATA,0.49,26.63,0.662
28,Sergipe,2806701,SÃO CRISTÓVÃO,0.47,22.97,0.662
31,Minas Gerais,3118403,Conselheiro Pena,0.49,20.52,0.662
31,Minas Gerais,3136603,Nova União,0.41,16.73,0.662
31,Minas Gerais,3141009,Mato Verde,0.46,23.96,0.662
31,Minas Gerais,3156452,Rosário da Limeira,0.49,15.1,0.662
31,Minas Gerais,3162922,São Joaquim de Bicas,0.44,10.02,0.662
31,Minas Gerais,3165008,São Tiago,0.44,10.99,0.662
32,Espírito Santo,3202108,ECOPORANGA,0.49,20.65,0.662
32,Espírito Santo,3205010,SOORETAMA,0.5,17.95,0.662
41,Paraná,4122651,ROSÁRIO DO IVAÍ,0.47,20.67,0.662
42,Santa Catarina,4210050,MACIEIRA,0.39,6.53,0.662
43,Rio Grande do Sul,4301875,BARRA DO QUARAÍ,0.48,18.35,0.662
43,Rio Grande do Sul,4303202,CACIQUE DOBLE,0.51,21.52,0.662
43,Rio Grande do Sul,4310876,JACUIZINHO,0.72,28.01,0.662
43,Rio Grande do Sul,4321832,TRÊS FORQUILHAS,0.41,11.25,0.662
43,Rio Grande do Sul,4323457,VILA NOVA DO SUL,0.44,14.24,0.662
50,Mato Grosso do Sul,5004304,IGUATEMI,0.51,13.89,0.662
51,Mato Grosso,5105176,JURUENA,0.44,16.58,0.662
17,Tocantins,1715002,NOVA ROSALÂNDIA,0.52,33.45,0.661
17,Tocantins,1716307,PAU D'ARCO,0.52,30.36,0.661
22,Piauí,2210607,SÃO RAIMUNDO NONATO,0.55,25.71,0.661
24,Rio Grande do Norte,2400208,AÇU,0.53,22.16,0.661
24,Rio Grande do Norte,2412005,SÃO GONÇALO DO AMARANTE,0.44,18.83,0.661
26,Pernambuco,2613909,SERRA TALHADA,0.56,30.39,0.661
28,Sergipe,2805703,PROPRIÁ,0.54,31.99,0.661
31,Minas Gerais,3102050,Alto Caparaó,0.45,11.78,0.661
31,Minas Gerais,3103306,Aracitaba,0.42,23.13,0.661
31,Minas Gerais,3122108,Divino das Laranjeiras,0.44,19.09,0.661
31,Minas Gerais,3135407,Jeceaba,0.47,23.27,0.661
31,Minas Gerais,3137700,Lajinha,0.51,17.51,0.661
31,Minas Gerais,3165578,Senador Amaral,0.45,24.03,0.661
31,Minas Gerais,3169109,Toledo,0.4,9.45,0.661
35,São Paulo,3522653,ITAPIRAPUÃ PAULISTA,0.53,35.11,0.661
42,Santa Catarina,4202875,BRUNÓPOLIS,0.47,19.77,0.661
43,Rio Grande do Sul,4304689,CAPELA DE SANTANA,0.39,7.42,0.661
43,Rio Grande do Sul,4305132,CERRO BRANCO,0.41,11.66,0.661
43,Rio Grande do Sul,4307450,ESPERANÇA DO SUL,0.43,16.09,0.661
43,Rio Grande do Sul,4308300,FONTOURA XAVIER,0.53,20.19,0.661
43,Rio Grande do Sul,4313953,PANTANO GRANDE,0.47,9.35,0.661
43,Rio Grande do Sul,4314506,PINHEIRO MACHADO,0.48,12.97,0.661
43,Rio Grande do Sul,4315750,RIOZINHO,0.38,5.18,0.661
51,Mato Grosso,5101852,BOM JESUS DO ARAGUAIA,0.48,16.68,0.661
51,Mato Grosso,5104500,INDIAVAÍ,0.46,14.09,0.661
51,Mato Grosso,5107297,SÃO JOSÉ DO POVO,0.43,17.89,0.661
52,Goiás,5204854,CAMPO LIMPO DE GOIÁS,0.42,11.19,0.661
52,Goiás,5221080,TERESINA DE GOIÁS,0.52,29.11,0.661
17,Tocantins,1703305,BOM JESUS DO TOCANTINS,0.5,21.3,0.66
17,Tocantins,1712157,LAVANDEIRA,0.51,35.15,0.66
24,Rio Grande do Norte,2403608,EXTREMOZ,0.54,23.67,0.66
27,Alagoas,2708907,SATUBA,0.52,26.51,0.66
29,Bahia,2922300,MURITIBA,0.55,26.53,0.66
31,Minas Gerais,3106101,Belmiro Braga,0.45,11.75,0.66
31,Minas Gerais,3119005,Cordislândia,0.45,10.4,0.66
31,Minas Gerais,3153509,Alto Jequitibá,0.51,19.31,0.66
31,Minas Gerais,3161205,São Francisco de Paula,0.39,5.54,0.66
31,Minas Gerais,3164431,São Sebastião da Vargem Alegre,0.42,14.83,0.66
31,Minas Gerais,3166402,Seritinga,0.42,12.23,0.66
33,Rio de Janeiro,3300506,BOM JARDIM,0.48,8.43,0.66
33,Rio de Janeiro,3305158,SÃO JOSÉ DO VALE DO RIO PRETO,0.47,14.13,0.66
35,São Paulo,3505351,BARRA DO CHAPÉU,0.54,26.79,0.66
35,São Paulo,3507159,BOM SUCESSO DE ITARARÉ,0.44,21.85,0.66
41,Paraná,4100301,AGUDOS DO SUL,0.48,17.2,0.66
41,Paraná,4110102,IMBITUVA,0.51,12.69,0.66
41,Paraná,4117602,PALMAS,0.54,16.63,0.66
42,Santa Catarina,4207684,IPUAÇU,0.61,27.86,0.66
43,Rio Grande do Sul,4305173,CERRO GRANDE DO SUL,0.5,17.24,0.66
43,Rio Grande do Sul,4306072,CRISTAL DO SUL,0.45,17.74,0.66
50,Mato Grosso do Sul,5003900,FIGUEIRÃO,0.44,7.59,0.66
51,Mato Grosso,5103106,COCALINHO,0.48,12.8,0.66
51,Mato Grosso,5107404,SÃO PEDRO DA CIPA,0.38,8.82,0.66
52,Goiás,5200803,ALVORADA DO NORTE,0.48,16.41,0.66
52,Goiás,5202809,AVELINÓPOLIS,0.55,15.93,0.66
15,Pará,1506500,SANTA ISABEL DO PARÁ,0.51,26.13,0.659
15,Pará,1508084,TUCUMÃ,0.53,19.04,0.659
17,Tocantins,1708254,FORTALEZA DO TABOCÃO,0.46,24.34,0.659
17,Tocantins,1718840,SANDOLÂNDIA,0.47,18.46,0.659
21,Maranhão,2104057,ESTREITO,0.56,22.67,0.659
23,Ceará,2307700,MARANGUAPE,0.44,25.4,0.659
23,Ceará,2309607,PACAJUS,0.47,24.7,0.659
23,Ceará,2311306,QUIXADÁ,0.53,36.21,0.659
24,Rio Grande do Norte,2402402,CARNAÚBA DOS DANTAS,0.41,15.98,0.659
29,Bahia,2917706,JAGUARARI,0.66,36.44,0.659
31,Minas Gerais,3120102,Couto de Magalhães de Minas,0.46,26.08,0.659
31,Minas Gerais,3142908,Monte Azul,0.51,29.79,0.659
31,Minas Gerais,3164001,São Pedro dos Ferros,0.43,15.94,0.659
33,Rio de Janeiro,3301603,DUAS BARRAS,0.44,7.93,0.659
33,Rio de Janeiro,3302270,JAPERI,0.42,14.19,0.659
33,Rio de Janeiro,3306156,VARRE-SAI,0.44,13.16,0.659
42,Santa Catarina,4212270,PASSOS MAIA,0.47,19,0.659
42,Santa Catarina,4218251,TIMBÓ GRANDE,0.47,17.76,0.659
43,Rio Grande do Sul,4320263,SEGREDO,0.48,18.28,0.659
52,Goiás,5208152,GAMELEIRA DE GOIÁS,0.54,13.54,0.659
52,Goiás,5212303,LEOPOLDO DE BULHÕES,0.44,11.22,0.659
52,Goiás,5218300,POSSE,0.54,20.53,0.659
11,Rondônia,1100908,CASTANHEIRAS,0.5,21.08,0.658
13,Amazonas,1303403,PARINTINS,0.59,42.12,0.658
16,Amapá,1600501,OIAPOQUE,0.69,31.24,0.658
17,Tocantins,1703909,CASEARA,0.61,29.28,0.658
23,Ceará,2305233,HORIZONTE,0.42,22.32,0.658
31,Minas Gerais,3109105,Bueno Brandão,0.44,11.87,0.658
31,Minas Gerais,3130903,Inhapim,0.52,22.35,0.658
31,Minas Gerais,3135209,Januária,0.56,34.35,0.658
31,Minas Gerais,3135902,Jesuânia,0.5,10.43,0.658
31,Minas Gerais,3141900,Minduri,0.49,18.74,0.658
31,Minas Gerais,3163300,São José do Divino,0.56,28.37,0.658
41,Paraná,4108700,GRANDES RIOS,0.45,14.97,0.658
41,Paraná,4116802,NOVA CANTU,0.48,18.05,0.658
43,Rio Grande do Sul,4310850,JABOTICABA,0.53,28.1,0.658
43,Rio Grande do Sul,4314605,PIRATINI,0.51,19.16,0.658
50,Mato Grosso do Sul,5008008,TERENOS,0.5,17.75,0.658
52,Goiás,5205521,COLINAS DO SUL,0.5,23.57,0.658
52,Goiás,5215256,NOVO PLANALTO,0.49,22.2,0.658
11,Rondônia,1100106,GUAJARÁ-MIRIM,0.54,23.47,0.657
17,Tocantins,1700301,AGUIARNÓPOLIS,0.48,22.35,0.657
23,Ceará,2313401,TIANGUÁ,0.61,34.54,0.657
26,Pernambuco,2600104,AFOGADOS DA INGAZEIRA,0.56,31.66,0.657
29,Bahia,2929503,SÃO SEBASTIÃO DO PASSÉ,0.53,25.77,0.657
31,Minas Gerais,3121902,Divinésia,0.4,11.13,0.657
31,Minas Gerais,3129202,Heliodora,0.41,8.98,0.657
31,Minas Gerais,3129400,Ibertioga,0.43,22.03,0.657
31,Minas Gerais,3140308,Marliéria,0.4,13.16,0.657
31,Minas Gerais,3160603,Santo Hipólito,0.54,21.56,0.657
31,Minas Gerais,3163607,São José do Mantimento,0.48,25.15,0.657
32,Espírito Santo,3203304,MANTENÓPOLIS,0.52,24.91,0.657
32,Espírito Santo,3204302,PRESIDENTE KENNEDY,0.48,20.53,0.657
35,São Paulo,3542305,REDENÇÃO DA SERRA,0.45,14.96,0.657
42,Santa Catarina,4205175,ENTRE RIOS,0.44,17.87,0.657
42,Santa Catarina,4210704,MATOS COSTA,0.45,19.28,0.657
43,Rio Grande do Sul,4301305,ARROIO GRANDE,0.5,14.55,0.657
43,Rio Grande do Sul,4306908,ENCRUZILHADA DO SUL,0.52,16.24,0.657
43,Rio Grande do Sul,4310553,ITACURUBI,0.61,20.08,0.657
43,Rio Grande do Sul,4322152,TUNAS,0.47,18.66,0.657
51,Mato Grosso,5107354,SÃO JOSÉ DO XINGU,0.62,20.22,0.657
52,Goiás,5205513,COCALZINHO DE GOIÁS,0.47,16.83,0.657
16,Amapá,1600238,FERREIRA GOMES,0.6,33.75,0.656
22,Piauí,2202208,CAMPO MAIOR,0.53,26.73,0.656
23,Ceará,2306207,ITAIÇABA,0.44,26.94,0.656
29,Bahia,2904605,BRUMADO,0.52,25.36,0.656
31,Minas Gerais,3104502,Arinos,0.55,35.37,0.656
31,Minas Gerais,3104809,Augusto de Lima,0.42,15.61,0.656
31,Minas Gerais,3108602,Brasília de Minas,0.54,31.11,0.656
31,Minas Gerais,3118908,Cordisburgo,0.46,15.81,0.656
31,Minas Gerais,3141702,Mesquita,0.46,19.12,0.656
31,Minas Gerais,3150000,Pescador,0.52,30.26,0.656
31,Minas Gerais,3167103,Serro,0.65,36.35,0.656
32,Espírito Santo,3201159,BREJETUBA,0.48,21.79,0.656
32,Espírito Santo,3203163,LARANJA DA TERRA,0.47,23.68,0.656
41,Paraná,4101309,ANTÔNIO OLINTO,0.49,23.67,0.656
41,Paraná,4107009,CURIÚVA,0.45,12.05,0.656
41,Paraná,4111308,ITAÚNA DO SUL,0.37,7.25,0.656
43,Rio Grande do Sul,4312104,MATA,0.46,16.67,0.656
43,Rio Grande do Sul,4315552,RIO DOS ÍNDIOS,0.49,22.68,0.656
43,Rio Grande do Sul,4321352,TAVARES,0.42,8.23,0.656
51,Mato Grosso,5106455,PLANALTO DA SERRA,0.44,21.44,0.656
51,Mato Grosso,5107800,SANTO ANTÔNIO DO LEVERGER,0.49,16.76,0.656
51,Mato Grosso,5108352,VALE DE SÃO DOMINGOS,0.43,13.58,0.656
14,Roraima,1400506,SÃO JOÃO DA BALIZA,0.53,31.23,0.655
15,Pará,1502202,CAPANEMA,0.53,30.91,0.655
23,Ceará,2301109,ARACATI,0.53,31.68,0.655
24,Rio Grande do Norte,2412104,SÃO JOÃO DO SABUGI,0.47,24.26,0.655
